PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001588,Windsor,South East, 33.71 , 29.28 , 12.57 , 8.07 , 13.23 , -   , -   , 3.13 , 26.28 , 20.71 , 4.38 , 2.01 , 6.26 , -   , -   , 0.67 , 41.07 , 38.61 , 25.46 , 18.24 , 22.45 , -   , -   , 8.07 
E14001589,Wirral West,North West, 23.62 , 60.51 , 3.41 , 4.05 , 8.42 , -   , -   , -   , 17.82 , 50.42 , 0.68 , 0.49 , 3.50 , -   , -   , -   , 29.74 , 69.35 , 10.00 , 12.27 , 15.89 , -   , -   , -   
E14001590,Witham,East of England, 35.65 , 32.42 , 6.88 , 4.27 , 18.27 , -   , -   , 2.51 , 28.32 , 24.52 , 2.42 , 1.07 , 9.85 , -   , -   , 0.57 , 43.40 , 40.41 , 14.96 , 10.35 , 28.40 , -   , -   , 6.89 
E14001591,Witney,South East, 30.73 , 26.99 , 32.30 , 0.42 , 8.40 , -   , -   , 1.17 , 23.76 , 18.38 , 19.32 , 0.03 , 3.96 , -   , -   , 0.23 , 37.61 , 37.03 , 45.80 , 1.52 , 15.62 , -   , -   , 3.44 
E14001592,Woking,South East, 21.58 , 15.58 , 49.67 , 2.89 , 7.34 , -   , -   , 2.94 , 17.01 , 11.36 , 41.52 , 0.87 , 3.82 , -   , -   , 1.15 , 26.54 , 20.81 , 59.12 , 6.52 , 11.91 , -   , -   , 5.72 
E14001593,Wokingham,South East, 32.22 , 26.79 , 28.08 , 3.46 , 9.45 , -   , -   , -   , 24.55 , 18.04 , 15.14 , 0.48 , 4.42 , -   , -   , -   , 39.82 , 36.05 , 42.51 , 11.38 , 17.12 , -   , -   , -   
E14001594,Wolverhampton North East,West Midlands, 26.01 , 49.65 , 2.91 , 4.74 , 16.69 , -   , -   , -   , 19.67 , 40.23 , 0.67 , 0.99 , 7.92 , -   , -   , -   , 32.65 , 60.44 , 7.45 , 12.17 , 28.02 , -   , -   , -   
E14001595,Wolverhampton South East,West Midlands, 19.31 , 58.57 , 2.44 , 3.13 , 12.08 , -   , -   , 4.48 , 14.34 , 49.09 , 0.53 , 0.52 , 5.67 , -   , -   , 1.07 , 24.69 , 67.58 , 6.18 , 8.82 , 20.86 , -   , -   , 11.44 
E14001596,Wolverhampton West,West Midlands, 29.61 , 51.65 , 2.67 , 1.47 , 10.14 , -   , -   , 4.46 , 23.59 , 42.43 , 0.52 , 0.17 , 4.67 , -   , -   , 1.14 , 35.92 , 60.67 , 7.63 , 5.00 , 18.76 , -   , -   , 11.39 
E14001597,Worcester,West Midlands, 25.71 , 47.14 , 7.90 , 8.54 , 8.13 , -   , -   , 2.57 , 19.92 , 37.58 , 2.78 , 2.91 , 3.80 , -   , -   , 0.55 , 31.98 , 56.79 , 16.87 , 17.28 , 14.57 , -   , -   , 7.45 
E14001598,Worsley and Eccles,North West, 17.34 , 57.09 , 9.23 , 2.61 , 9.83 , -   , -   , 3.90 , 13.37 , 47.16 , 3.63 , 0.42 , 4.43 , -   , -   , 1.03 , 21.87 , 66.48 , 17.70 , 7.63 , 16.75 , -   , -   , 9.86 
E14001599,Worthing West,South East, 25.68 , 42.34 , 10.55 , 8.44 , 11.10 , -   , -   , 1.90 , 19.91 , 32.44 , 4.32 , 2.20 , 5.15 , -   , -   , 0.43 , 31.99 , 51.89 , 20.09 , 19.01 , 19.54 , -   , -   , 4.86 
E14001600,Wycombe,South East, 29.31 , 45.95 , 8.36 , 3.64 , 8.61 , -   , -   , 4.13 , 23.45 , 35.91 , 2.89 , 0.77 , 3.94 , -   , -   , 0.90 , 35.84 , 55.89 , 17.43 , 10.16 , 15.77 , -   , -   , 11.64 
E14001601,Wyre Forest,West Midlands, 33.21 , 38.62 , 4.15 , 8.80 , 13.41 , -   , -   , 1.81 , 25.79 , 28.85 , 1.16 , 2.11 , 6.60 , -   , -   , 0.36 , 40.91 , 48.47 , 10.55 , 19.73 , 23.12 , -   , -   , 5.21 
E14001602,Wythenshawe and Sale East,North West, 15.06 , 60.40 , 5.73 , 4.71 , 8.98 , -   , -   , 5.14 , 11.64 , 51.14 , 1.69 , 1.19 , 4.33 , -   , -   , 1.27 , 18.73 , 70.09 , 13.06 , 11.30 , 15.50 , -   , -   , 12.47 
E14001603,Yeovil,South West, 28.06 , 11.19 , 44.47 , 5.41 , 9.52 , -   , -   , 1.35 , 22.88 , 7.91 , 37.19 , 2.68 , 5.38 , -   , -   , 0.42 , 33.56 , 15.51 , 52.70 , 8.95 , 14.94 , -   , -   , 2.80 
E14001604,York Central,Yorkshire and The Humber, 14.50 , 63.94 , 4.65 , 7.05 , 8.35 , -   , -   , 1.51 , 10.53 , 52.75 , 1.33 , 1.58 , 3.74 , -   , -   , 0.30 , 18.84 , 73.43 , 10.64 , 16.61 , 15.28 , -   , -   , 4.87 
E14001605,York Outer,Yorkshire and The Humber, 26.92 , 41.76 , 14.19 , 0.59 , 15.55 , -   , -   , 1.00 , 20.13 , 31.23 , 5.35 , 0.04 , 8.15 , -   , -   , 0.15 , 34.23 , 52.11 , 27.27 , 2.35 , 26.51 , -   , -   , 3.35 
S14000021,East Renfrewshire,Scotland, 24.89 , 46.98 , 3.25 , 0.42 , 4.14 , -   , 18.74 , 1.58 , 19.63 , 37.00 , 0.92 , 0.03 , 1.40 , -   , 11.94 , 0.30 , 30.60 , 55.80 , 7.26 , 1.66 , 8.93 , -   , 26.65 , 4.79 
S14000027,Na h-Eileanan an Iar,Scotland, 10.84 , 43.06 , 6.03 , -   , 8.01 , -   , 22.80 , 9.26 , 7.28 , 31.18 , 1.85 , -   , 3.08 , -   , 13.52 , 2.14 , 15.11 , 55.17 , 13.90 , -   , 15.85 , -   , 35.38 , 23.20 
S14000045,Midlothian,Scotland, 11.03 , 50.04 , 5.63 , -   , 4.24 , -   , 25.86 , 3.21 , 7.94 , 39.33 , 1.81 , -   , 1.63 , -   , 17.77 , 0.71 , 14.70 , 59.85 , 11.73 , -   , 8.01 , -   , 35.15 , 8.37 
S14000048,North Ayrshire and Arran,Scotland, 17.22 , 40.29 , 6.26 , 2.23 , 5.74 , -   , 25.97 , 2.29 , 13.51 , 32.41 , 2.44 , 0.44 , 2.86 , -   , 17.98 , 0.58 , 21.19 , 49.57 , 12.62 , 5.68 , 10.00 , -   , 33.48 , 5.45 
S14000051,Orkney and Shetland,Scotland, 2.33 , 10.72 , 49.94 , 2.57 , 5.35 , -   , 29.10 , -   , 1.12 , 4.87 , 34.72 , 0.23 , 1.43 , -   , 16.14 , -   , 4.09 , 19.43 , 65.05 , 8.64 , 12.55 , -   , 44.39 , -   
S14000060,Aberdeen North,Scotland, 13.92 , 32.12 , 3.86 , 5.06 , 9.02 , -   , 32.70 , 3.31 , 10.17 , 24.50 , 1.18 , 1.79 , 4.50 , -   , 23.73 , 0.92 , 17.89 , 40.59 , 8.68 , 9.72 , 15.76 , -   , 43.13 , 7.91 
S14000061,Aberdeen South,Scotland, 21.22 , 30.47 , 6.57 , 8.11 , 3.77 , -   , 27.93 , 1.93 , 17.04 , 22.76 , 2.54 , 3.17 , 1.64 , -   , 19.78 , 0.41 , 25.84 , 38.59 , 12.53 , 15.41 , 7.32 , -   , 37.33 , 5.31 
S14000062,Aberdeenshire North and Moray East,Scotland, 36.69 , 15.26 , 7.88 , -   , 11.04 , -   , 29.14 , -   , 28.82 , 9.32 , 2.66 , -   , 5.26 , -   , 19.36 , -   , 45.23 , 22.55 , 14.93 , -   , 18.42 , -   , 39.35 , -   
S14000063,Airdrie and Shotts,Scotland, 9.12 , 55.60 , 2.72 , -   , 3.81 , -   , 26.64 , 2.12 , 6.10 , 45.72 , 0.68 , -   , 1.47 , -   , 17.88 , 0.44 , 12.66 , 65.44 , 6.63 , -   , 8.04 , -   , 37.41 , 5.99 
S14000064,Alloa and Grangemouth,Scotland, 17.71 , 43.21 , 2.22 , 4.47 , 6.31 , -   , 23.35 , 2.74 , 13.96 , 33.54 , 0.59 , 1.61 , 2.64 , -   , 16.20 , 0.64 , 21.76 , 53.28 , 5.26 , 9.30 , 11.49 , -   , 31.77 , 7.42 
S14000065,Angus and Perthshire Glens,Scotland, 26.30 , 21.07 , 2.45 , -   , 8.54 , -   , 40.51 , 1.14 , 20.56 , 14.65 , 0.51 , -   , 4.09 , -   , 31.47 , 0.16 , 32.32 , 28.57 , 5.97 , -   , 14.53 , -   , 49.46 , 3.53 
S14000066,Arbroath and Broughty Ferry,Scotland, 17.40 , 35.71 , 7.39 , -   , 4.37 , -   , 33.74 , 1.40 , 13.14 , 27.02 , 3.04 , -   , 1.80 , -   , 24.94 , 0.26 , 21.82 , 44.84 , 13.94 , -   , 8.49 , -   , 42.98 , 4.07 
S14000067,"Argyll, Bute and South Lochaber",Scotland, 23.70 , 21.22 , 4.93 , -   , 10.15 , -   , 38.15 , 1.84 , 17.55 , 14.77 , 1.50 , -   , 5.43 , -   , 29.57 , 0.29 , 30.45 , 29.54 , 10.69 , -   , 16.41 , -   , 47.65 , 5.96 
S14000068,Bathgate and Linlithgow,Scotland, 11.93 , 49.96 , 7.16 , 3.15 , 4.73 , -   , 20.86 , 2.21 , 8.77 , 40.87 , 2.73 , 0.78 , 2.17 , -   , 13.70 , 0.49 , 15.21 , 59.83 , 13.67 , 7.47 , 8.35 , -   , 29.30 , 5.87 
S14000069,"Caithness, Sutherland and Easter Ross",Scotland, 5.85 , 14.42 , 40.72 , 1.26 , 6.04 , -   , 27.99 , 3.73 , 3.69 , 9.03 , 29.57 , 0.16 , 2.72 , -   , 19.70 , 0.80 , 8.33 , 21.73 , 51.50 , 3.93 , 10.89 , -   , 37.80 , 9.67 
S14000070,Coatbridge and Bellshill,Scotland, 6.38 , 45.33 , 2.77 , 7.95 , 6.10 , -   , 25.39 , 6.08 , 4.48 , 34.80 , 0.73 , 1.85 , 2.92 , -   , 16.35 , 1.71 , 8.72 , 56.84 , 6.82 , 19.91 , 11.19 , -   , 37.11 , 14.32 
S14000071,Cowdenbeath and Kirkcaldy,Scotland, 11.15 , 46.24 , 2.26 , 3.61 , 4.69 , -   , 27.73 , 4.33 , 8.43 , 37.30 , 0.65 , 0.71 , 1.99 , -   , 18.27 , 1.23 , 14.49 , 55.62 , 5.35 , 8.70 , 9.15 , -   , 37.72 , 9.90 
S14000072,Cumbernauld and Kirkintilloch,Scotland, 8.15 , 45.50 , 4.98 , 5.43 , 9.87 , -   , 26.07 , -   , 5.69 , 35.63 , 1.38 , 1.45 , 5.15 , -   , 18.21 , -   , 11.01 , 55.23 , 11.23 , 12.49 , 16.03 , -   , 34.94 , -   
S14000073,Dumfries and Galloway,Scotland, 31.41 , 26.49 , 4.91 , 0.71 , 5.68 , -   , 29.38 , 1.42 , 25.92 , 19.11 , 2.04 , 0.07 , 2.32 , -   , 21.61 , 0.30 , 37.51 , 34.21 , 10.14 , 2.42 , 10.64 , -   , 37.84 , 4.00 
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",Scotland, 32.39 , 31.94 , 3.04 , 0.80 , 5.39 , -   , 24.73 , 1.70 , 26.59 , 23.87 , 1.06 , 0.07 , 2.40 , -   , 17.10 , 0.34 , 38.89 , 41.63 , 6.64 , 2.70 , 10.56 , -   , 33.24 , 4.69 
S14000075,Dundee Central,Scotland, 6.92 , 36.01 , 4.46 , -   , 6.47 , -   , 42.56 , 3.57 , 4.65 , 26.54 , 1.51 , -   , 3.11 , -   , 32.48 , 0.76 , 9.72 , 45.98 , 9.10 , -   , 11.30 , -   , 53.67 , 9.76 
S14000076,Dunfermline and Dollar,Scotland, 11.93 , 41.92 , 4.51 , 3.27 , 6.62 , -   , 29.30 , 2.45 , 8.87 , 32.60 , 1.76 , 0.79 , 2.99 , -   , 20.65 , 0.62 , 15.37 , 51.35 , 9.06 , 7.63 , 11.86 , -   , 39.57 , 6.01 
S14000077,East Kilbride and Strathaven,Scotland, 10.14 , 54.03 , 3.34 , 1.95 , 6.40 , -   , 22.03 , 2.12 , 7.36 , 44.30 , 0.83 , 0.40 , 3.12 , -   , 14.80 , 0.53 , 13.11 , 63.42 , 7.60 , 4.96 , 11.06 , -   , 31.01 , 5.31 
S14000078,Edinburgh East and Musselburgh,Scotland, 8.71 , 42.54 , 6.98 , 5.63 , 2.52 , -   , 30.46 , 3.16 , 6.24 , 33.10 , 2.91 , 2.24 , 0.93 , -   , 21.83 , 0.77 , 11.90 , 51.69 , 12.54 , 10.48 , 4.83 , -   , 40.54 , 8.38 
S14000079,Edinburgh North and Leith,Scotland, 11.24 , 43.12 , 9.92 , 5.40 , 2.77 , -   , 24.86 , 2.69 , 8.18 , 34.70 , 4.80 , 1.81 , 1.09 , -   , 16.79 , 0.62 , 14.90 , 51.32 , 16.52 , 10.82 , 5.49 , -   , 33.46 , 6.60 
S14000080,Edinburgh South,Scotland, 8.74 , 65.57 , 4.33 , 5.12 , 2.81 , -   , 10.34 , 3.10 , 5.54 , 56.79 , 0.97 , 1.98 , 0.99 , -   , 5.75 , 0.67 , 12.22 , 74.48 , 10.13 , 9.88 , 6.15 , -   , 16.64 , 8.19 
S14000081,Edinburgh South West,Scotland, 12.42 , 44.12 , 6.04 , 4.97 , 5.66 , -   , 24.37 , 2.41 , 9.31 , 35.20 , 2.19 , 1.40 , 2.69 , -   , 16.66 , 0.47 , 15.88 , 53.49 , 11.71 , 11.25 , 9.82 , -   , 33.71 , 6.38 
S14000082,Edinburgh West,Scotland, 7.59 , 15.02 , 40.96 , 4.35 , 2.82 , -   , 24.97 , 4.29 , 5.06 , 8.44 , 30.42 , 1.13 , 0.99 , -   , 16.16 , 0.92 , 10.76 , 22.34 , 52.04 , 10.34 , 5.97 , -   , 34.89 , 10.47 
S14000083,Falkirk,Scotland, 11.75 , 41.23 , 6.27 , 10.22 , 5.07 , -   , 23.09 , 2.37 , 8.91 , 30.87 , 2.31 , 3.78 , 2.09 , -   , 14.79 , 0.50 , 15.06 , 52.07 , 12.40 , 18.94 , 10.01 , -   , 32.48 , 6.50 
S14000084,Glasgow East,Scotland, 5.36 , 44.03 , 3.51 , 12.82 , 3.09 , -   , 28.52 , 2.67 , 3.72 , 33.91 , 0.91 , 6.20 , 1.38 , -   , 19.66 , 0.60 , 7.14 , 54.38 , 8.22 , 22.29 , 6.14 , -   , 37.76 , 6.94 
S14000085,Glasgow North,Scotland, 3.12 , 45.61 , 4.66 , 7.02 , 5.85 , -   , 29.12 , 4.63 , 2.10 , 36.43 , 1.75 , 2.33 , 2.81 , -   , 20.82 , 1.24 , 4.41 , 54.79 , 9.13 , 14.11 , 10.57 , -   , 38.33 , 10.31 
S14000086,Glasgow North East,Scotland, 5.19 , 50.26 , 2.79 , 4.62 , 3.67 , -   , 27.80 , 5.67 , 3.59 , 40.85 , 0.75 , 1.22 , 1.43 , -   , 17.69 , 1.54 , 7.01 , 59.90 , 6.44 , 10.31 , 7.08 , -   , 38.66 , 13.21 
S14000087,Glasgow South,Scotland, 6.51 , 40.65 , 3.22 , 11.19 , 3.22 , -   , 30.53 , 4.70 , 4.67 , 31.10 , 0.82 , 4.58 , 1.22 , -   , 21.59 , 1.35 , 8.74 , 50.48 , 7.92 , 21.16 , 6.72 , -   , 39.73 , 10.56 
S14000088,Glasgow South West,Scotland, 4.49 , 40.29 , 4.28 , 6.33 , 4.85 , -   , 34.31 , 5.45 , 3.12 , 30.67 , 1.61 , 2.38 , 2.15 , -   , 24.85 , 1.73 , 6.15 , 50.36 , 8.77 , 12.37 , 9.10 , -   , 44.22 , 12.61 
S14000089,Glasgow West,Scotland, 7.50 , 46.60 , 2.79 , 6.57 , 3.54 , -   , 29.93 , 3.06 , 5.43 , 36.56 , 0.77 , 2.52 , 1.38 , -   , 21.04 , 0.76 , 10.13 , 56.58 , 6.60 , 13.16 , 6.87 , -   , 39.90 , 7.79 
S14000090,Glenrothes and Mid Fife,Scotland, 9.01 , 44.70 , 4.11 , -   , 8.76 , -   , 33.43 , -   , 5.97 , 32.75 , 1.14 , -   , 4.11 , -   , 22.40 , -   , 12.94 , 56.47 , 8.82 , -   , 15.55 , -   , 45.61 , -   
S14000091,Gordon and Buchan,Scotland, 30.16 , 19.55 , 9.23 , -   , 9.54 , -   , 31.51 , -   , 23.48 , 12.47 , 3.49 , -   , 4.45 , -   , 22.26 , -   , 37.15 , 28.31 , 17.98 , -   , 16.50 , -   , 42.02 , -   
S14000092,Hamilton and Clyde Valley,Scotland, 13.06 , 57.07 , 7.01 , -   , 4.16 , -   , 16.35 , 2.35 , 9.41 , 47.58 , 2.78 , -   , 1.74 , -   , 9.92 , 0.54 , 17.19 , 66.81 , 13.90 , -   , 8.26 , -   , 24.33 , 6.69 
S14000093,Inverclyde and Renfrewshire West,Scotland, 8.56 , 51.04 , 2.95 , 1.91 , 4.08 , -   , 26.81 , 4.64 , 6.07 , 41.62 , 0.78 , 0.33 , 1.69 , -   , 18.67 , 1.24 , 11.40 , 61.28 , 7.34 , 6.02 , 7.83 , -   , 36.05 , 12.26 
S14000094,"Inverness, Skye and West Ross-shire",Scotland, 12.75 , 20.64 , 21.92 , 3.98 , 3.57 , -   , 33.40 , 3.74 , 10.00 , 15.90 , 16.19 , 1.88 , 1.81 , -   , 26.42 , 1.73 , 16.07 , 25.99 , 27.73 , 6.91 , 6.22 , -   , 41.27 , 6.76 
S14000095,Livingston,Scotland, 9.39 , 48.90 , 6.09 , 3.56 , 7.19 , -   , 22.40 , 2.47 , 6.82 , 40.57 , 2.47 , 0.99 , 3.55 , -   , 15.39 , 0.67 , 12.46 , 57.28 , 11.28 , 8.13 , 12.49 , -   , 30.37 , 6.03 
S14000096,Lothian East,Scotland, 16.56 , 52.83 , 2.53 , 2.31 , 3.61 , -   , 17.41 , 4.74 , 13.00 , 43.60 , 0.51 , 0.41 , 1.49 , -   , 10.96 , 1.44 , 20.50 , 62.47 , 6.80 , 6.48 , 7.19 , -   , 25.33 , 11.43 
S14000097,Mid Dunbartonshire,Scotland, 4.87 , 21.60 , 43.54 , 4.03 , 2.79 , -   , 21.97 , 1.21 , 3.04 , 14.52 , 33.83 , 0.85 , 1.07 , -   , 14.09 , 0.18 , 6.85 , 30.96 , 53.64 , 10.02 , 5.78 , -   , 31.15 , 3.84 
S14000098,"Moray West, Nairn and Strathspey",Scotland, 26.27 , 22.22 , 5.07 , 4.18 , 10.31 , -   , 30.11 , 1.84 , 20.97 , 15.31 , 2.05 , 0.95 , 5.54 , -   , 21.02 , 0.37 , 31.91 , 30.27 , 9.30 , 9.96 , 16.52 , -   , 39.30 , 5.15 
S14000099,"Motherwell, Wishaw and Carluke",Scotland, 12.59 , 50.26 , 2.48 , 0.99 , 4.41 , -   , 26.71 , 2.56 , 9.13 , 40.10 , 0.62 , 0.11 , 1.94 , -   , 18.19 , 0.53 , 16.61 , 60.03 , 6.03 , 3.85 , 8.16 , -   , 36.46 , 6.80 
S14000100,North East Fife,Scotland, 4.96 , 17.28 , 37.00 , 2.56 , 13.19 , -   , 25.01 , -   , 3.05 , 10.76 , 26.40 , 0.59 , 6.52 , -   , 16.63 , -   , 7.54 , 25.83 , 47.59 , 6.80 , 22.90 , -   , 34.64 , -   
S14000101,Paisley and Renfrewshire North,Scotland, 12.52 , 44.50 , 2.92 , 3.24 , 10.69 , -   , 26.12 , -   , 9.50 , 36.23 , 0.85 , 0.95 , 5.77 , -   , 18.38 , -   , 16.31 , 53.08 , 7.01 , 7.38 , 17.49 , -   , 34.32 , -   
S14000102,Paisley and Renfrewshire South,Scotland, 9.37 , 41.73 , 3.81 , 4.76 , 6.22 , -   , 30.06 , 4.04 , 6.66 , 32.69 , 1.06 , 1.33 , 3.00 , -   , 21.68 , 1.10 , 12.77 , 50.73 , 8.64 , 10.46 , 10.56 , -   , 39.25 , 9.51 
S14000103,Perth and Kinross-shire,Scotland, 26.84 , 23.59 , 3.32 , -   , 9.75 , -   , 35.13 , 1.38 , 21.07 , 16.48 , 1.10 , -   , 5.02 , -   , 26.18 , 0.21 , 32.91 , 31.51 , 7.22 , -   , 15.92 , -   , 44.92 , 4.16 
S14000104,Rutherglen,Scotland, 8.91 , 55.86 , 2.62 , -   , 4.05 , -   , 24.32 , 4.24 , 6.19 , 45.16 , 0.57 , -   , 1.69 , -   , 16.19 , 0.91 , 12.33 , 65.92 , 7.03 , -   , 8.11 , -   , 33.76 , 11.21 
S14000105,Stirling and Strathallan,Scotland, 22.15 , 35.60 , 6.98 , 5.30 , 8.35 , -   , 21.63 , -   , 17.14 , 26.73 , 2.52 , 1.51 , 3.81 , -   , 13.58 , -   , 27.31 , 45.44 , 13.57 , 10.98 , 15.34 , -   , 30.41 , -   
S14000106,West Dunbartonshire,Scotland, 6.57 , 50.83 , 2.41 , 5.69 , 6.79 , -   , 25.27 , 2.44 , 4.64 , 39.80 , 0.69 , 1.85 , 3.15 , -   , 17.77 , 0.59 , 8.74 , 61.39 , 5.47 , 12.17 , 12.15 , -   , 34.36 , 6.51 
S14000107,"Ayr, Carrick and Cumnock",Scotland, 22.12 , 43.83 , 3.45 , 0.64 , 5.77 , -   , 22.17 , 2.02 , 16.97 , 34.50 , 1.05 , 0.07 , 2.74 , -   , 14.48 , 0.43 , 27.37 , 53.59 , 7.86 , 2.43 , 10.35 , -   , 30.91 , 5.61 
S14000108,"Berwickshire, Roxburgh and Selkirk",Scotland, 36.45 , 17.52 , 5.98 , 0.61 , 4.44 , -   , 32.28 , 2.72 , 30.62 , 11.97 , 2.51 , 0.08 , 1.88 , -   , 24.90 , 0.73 , 42.07 , 23.72 , 10.92 , 2.07 , 8.07 , -   , 40.24 , 6.44 
S14000109,Central Ayrshire,Scotland, 19.40 , 42.71 , 2.16 , 0.38 , 5.96 , -   , 25.57 , 3.81 , 15.07 , 32.64 , 0.67 , 0.04 , 2.58 , -   , 17.59 , 0.99 , 24.28 , 52.26 , 4.94 , 1.33 , 11.16 , -   , 34.76 , 9.18 
S14000110,Kilmarnock and Loudoun,Scotland, 10.84 , 49.57 , 2.04 , 2.09 , 4.71 , -   , 27.93 , 2.81 , 7.64 , 40.10 , 0.51 , 0.42 , 2.07 , -   , 19.08 , 0.53 , 14.56 , 59.46 , 5.41 , 5.42 , 8.77 , -   , 37.19 , 7.80 
S14000111,West Aberdeenshire and Kincardine,Scotland, 28.43 , 18.55 , 13.84 , 2.46 , 6.54 , -   , 28.40 , 1.77 , 22.82 , 12.22 , 7.05 , 0.56 , 2.79 , -   , 20.04 , 0.30 , 34.12 , 25.64 , 22.51 , 6.81 , 12.52 , -   , 37.17 , 5.01 
W07000081,Aberafan Maesteg,Wales, 8.79 , 51.34 , 2.21 , 7.87 , 15.65 , 10.53 , -   , 3.61 , 5.91 , 38.78 , 0.44 , 1.78 , 8.82 , 2.93 , -   , 0.61 , 12.09 , 62.87 , 6.09 , 19.56 , 25.34 , 23.22 , -   , 10.67 
W07000082,Alyn and Deeside,Wales, 18.59 , 53.74 , 10.11 , 0.23 , 14.40 , 1.14 , -   , 1.80 , 14.03 , 43.60 , 3.38 , 0.01 , 7.10 , 0.11 , -   , 0.37 , 24.23 , 62.92 , 19.97 , 0.96 , 23.52 , 3.99 , -   , 5.06 
W07000083,Bangor Aberconwy,Wales, 21.15 , 36.99 , 12.13 , 0.29 , 14.40 , 12.85 , -   , 2.19 , 14.45 , 25.03 , 4.26 , 0.01 , 5.77 , 2.66 , -   , 0.30 , 29.30 , 49.44 , 24.69 , 1.26 , 26.42 , 28.52 , -   , 6.81 
W07000084,Blaenau Gwent and Rhymney,Wales, 7.60 , 60.28 , 3.17 , 3.06 , -   , 19.77 , -   , 6.13 , 4.32 , 41.11 , 0.58 , 0.30 , -   , 6.09 , -   , 1.14 , 11.71 , 75.37 , 9.04 , 10.20 , -   , 41.38 , -   , 17.23 
W07000085,"Brecon, Radnor and Cwm Tawe",Wales, 18.50 , 24.79 , 31.33 , 3.15 , 12.20 , 8.52 , -   , 1.51 , 12.41 , 15.58 , 17.93 , 0.54 , 5.08 , 1.88 , -   , 0.21 , 25.99 , 35.47 , 46.10 , 9.38 , 24.15 , 21.11 , -   , 4.28 
W07000086,Bridgend,Wales, 18.91 , 50.60 , 2.76 , 4.69 , 16.18 , 5.36 , -   , 1.51 , 13.92 , 39.02 , 0.52 , 0.73 , 7.74 , 1.26 , -   , 0.26 , 25.44 , 60.47 , 7.21 , 12.84 , 27.23 , 13.87 , -   , 4.94 
W07000087,Caerfyrddin,Wales, 25.67 , 31.04 , 5.49 , 0.24 , 8.11 , 22.77 , -   , 6.69 , 20.31 , 24.70 , 2.64 , 0.01 , 4.35 , 12.86 , -   , 3.32 , 31.57 , 38.05 , 9.69 , 1.11 , 13.04 , 31.17 , -   , 11.54 
W07000088,Caerphilly,Wales, 8.65 , 41.24 , 1.16 , 1.94 , 26.93 , 20.08 , -   , -   , 4.75 , 28.30 , 0.15 , 0.11 , 14.58 , 7.02 , -   , -   , 14.17 , 57.73 , 4.27 , 6.99 , 42.24 , 40.43 , -   , -   
W07000089,Cardiff East,Wales, 11.94 , 48.35 , 12.86 , 9.33 , 7.09 , 3.32 , -   , 7.11 , 8.64 , 35.93 , 4.81 , 2.89 , 3.24 , 0.44 , -   , 1.87 , 15.87 , 60.14 , 25.80 , 20.71 , 12.93 , 10.09 , -   , 16.81 
W07000090,Cardiff North,Wales, 23.39 , 47.59 , 2.84 , 10.94 , 8.35 , 6.90 , -   , -   , 17.10 , 36.38 , 0.55 , 2.91 , 3.50 , 1.49 , -   , -   , 30.21 , 57.80 , 7.67 , 23.93 , 15.99 , 18.14 , -   , -   
W07000091,Cardiff South and Penarth,Wales, 15.22 , 53.01 , 6.33 , 2.45 , 9.72 , 13.26 , -   , -   , 10.82 , 39.84 , 2.08 , 0.49 , 4.64 , 4.00 , -   , -   , 20.34 , 63.35 , 13.39 , 6.88 , 16.95 , 28.67 , -   , -   
W07000092,Cardiff West,Wales, 16.02 , 42.72 , 4.92 , 13.72 , 10.82 , 10.14 , -   , 1.66 , 11.49 , 30.50 , 1.14 , 4.97 , 4.93 , 3.20 , -   , 0.28 , 21.13 , 54.53 , 12.82 , 27.14 , 19.95 , 22.60 , -   , 4.75 
W07000093,Ceredigion Preseli,Wales, 16.42 , 19.85 , 9.68 , 6.18 , 4.68 , 42.10 , -   , 1.10 , 9.53 , 11.11 , 3.08 , 1.28 , 1.69 , 24.57 , -   , 0.10 , 23.72 , 31.01 , 20.02 , 15.23 , 9.72 , 60.01 , -   , 3.93 
W07000094,Clwyd East,Wales, 27.89 , 48.69 , 3.68 , 0.28 , 10.14 , 7.80 , -   , 1.53 , 20.98 , 38.96 , 0.85 , 0.01 , 4.53 , 2.07 , -   , 0.31 , 34.99 , 58.00 , 9.20 , 1.25 , 16.93 , 18.00 , -   , 4.76 
W07000095,Clwyd North,Wales, 18.23 , 33.67 , 1.82 , 0.24 , 18.07 , 27.97 , -   , -   , 11.42 , 22.45 , 0.40 , 0.02 , 10.34 , 12.13 , -   , -   , 24.94 , 44.92 , 4.83 , 1.07 , 27.11 , 47.11 , -   , -   
W07000096,Dwyfor Meirionnydd,Wales, 20.22 , 17.84 , 0.77 , 0.57 , 5.37 , 51.93 , -   , 3.29 , 11.97 , 9.33 , 0.05 , 0.01 , 1.41 , 31.47 , -   , 0.29 , 29.73 , 29.98 , 3.39 , 3.15 , 11.86 , 68.59 , -   , 10.55 
