PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001196,Dewsbury and Batley,Yorkshire and The Humber, 20.14 , 48.61 , 2.49 , 2.00 , 12.11 , -   , -   , 14.65 , 14.79 , 36.27 , 0.54 , 0.28 , 6.15 , -   , -   , 4.92 , 25.10 , 59.96 , 6.50 , 6.19 , 20.88 , -   , -   , 29.85 
E14001197,Didcot and Wantage,South East, 28.90 , 28.09 , 31.90 , 2.36 , 7.05 , -   , -   , 1.70 , 23.46 , 22.15 , 24.81 , 0.87 , 3.68 , -   , -   , 0.58 , 33.67 , 34.55 , 39.38 , 4.82 , 11.33 , -   , -   , 3.70 
E14001198,Doncaster Central,Yorkshire and The Humber, 14.44 , 47.29 , 3.75 , 8.93 , 20.93 , -   , -   , 4.67 , 10.38 , 35.67 , 1.05 , 1.97 , 10.86 , -   , -   , 1.06 , 18.88 , 59.45 , 9.13 , 21.23 , 33.89 , -   , -   , 12.61 
E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber, 22.24 , 50.02 , 2.76 , 4.43 , 18.08 , -   , -   , 2.46 , 16.97 , 40.13 , 0.65 , 0.73 , 9.94 , -   , -   , 0.51 , 27.88 , 60.86 , 7.17 , 11.99 , 28.91 , -   , -   , 7.08 
E14001200,Doncaster North,Yorkshire and The Humber, 15.17 , 75.24 , 3.66 , 0.33 , -   , -   , -   , 5.59 , 10.29 , 63.25 , 0.84 , 0.01 , -   , -   , -   , 1.07 , 20.64 , 83.26 , 9.19 , 1.32 , -   , -   , -   , 14.36 
E14001201,Dorking and Horley,South East, 30.25 , 14.54 , 37.33 , 7.70 , 10.18 , -   , -   , -   , 24.72 , 10.73 , 30.08 , 4.29 , 6.22 , -   , -   , -   , 35.68 , 18.93 , 44.59 , 12.17 , 15.82 , -   , -   , -   
E14001202,Dover and Deal,South East, 25.74 , 46.86 , 4.07 , 6.28 , 15.29 , -   , -   , 1.74 , 20.12 , 37.50 , 1.27 , 1.95 , 8.06 , -   , -   , 0.35 , 31.91 , 56.09 , 8.51 , 13.58 , 25.29 , -   , -   , 4.68 
E14001203,Droitwich and Evesham,West Midlands, 38.52 , 28.54 , 6.46 , 10.95 , 14.51 , -   , -   , 1.03 , 30.33 , 19.14 , 1.90 , 2.92 , 6.91 , -   , -   , 0.16 , 46.92 , 38.64 , 14.90 , 24.76 , 24.25 , -   , -   , 3.00 
E14001204,Dudley,West Midlands, 30.35 , 46.06 , 2.02 , 4.23 , 13.65 , -   , -   , 3.68 , 23.57 , 36.76 , 0.42 , 1.01 , 6.78 , -   , -   , 0.96 , 36.77 , 54.81 , 5.55 , 10.35 , 23.84 , -   , -   , 9.46 
E14001205,Dulwich and West Norwood,London, 11.83 , 58.79 , 1.46 , 16.35 , 8.04 , -   , -   , 3.53 , 8.42 , 46.12 , 0.30 , 5.85 , 3.03 , -   , -   , 0.73 , 15.79 , 70.26 , 4.26 , 31.29 , 16.66 , -   , -   , 9.46 
E14001206,Dunstable and Leighton Buzzard,East of England, 29.55 , 40.09 , 10.52 , 5.92 , 11.98 , -   , -   , 1.94 , 22.96 , 30.48 , 3.87 , 1.46 , 6.38 , -   , -   , 0.38 , 36.37 , 49.55 , 20.03 , 14.02 , 20.17 , -   , -   , 5.43 
E14001207,Ealing Central and Acton,London, 18.17 , 52.74 , 10.12 , 8.38 , 7.01 , -   , -   , 3.58 , 14.47 , 42.46 , 3.37 , 2.76 , 3.11 , -   , -   , 0.93 , 22.68 , 62.90 , 19.77 , 17.65 , 12.68 , -   , -   , 8.99 
E14001208,Ealing North,London, 15.30 , 57.97 , 7.99 , 5.43 , 6.83 , -   , -   , 6.47 , 11.53 , 47.63 , 2.69 , 1.49 , 3.47 , -   , -   , 1.58 , 19.61 , 67.38 , 15.46 , 12.59 , 11.53 , -   , -   , 14.59 
E14001209,Ealing Southall,London, 9.73 , 43.55 , 9.51 , 4.19 , 7.79 , -   , -   , 25.24 , 6.50 , 30.12 , 3.00 , 0.93 , 3.56 , -   , -   , 10.70 , 13.46 , 57.15 , 19.34 , 10.19 , 15.01 , -   , -   , 44.08 
E14001210,Earley and Woodley,South East, 28.80 , 42.68 , 15.79 , 8.98 , -   , -   , -   , 3.75 , 22.41 , 31.93 , 6.94 , 2.33 , -   , -   , -   , 0.86 , 36.56 , 54.29 , 27.71 , 19.97 , -   , -   , -   , 10.39 
E14001211,Easington,North East, 10.08 , 56.30 , 4.49 , 2.17 , 22.57 , -   , -   , 4.39 , 6.88 , 45.44 , 1.08 , 0.28 , 12.76 , -   , -   , 0.94 , 14.09 , 67.00 , 10.94 , 7.70 , 34.32 , -   , -   , 12.05 
E14001212,East Grinstead and Uckfield,South East, 33.77 , 37.54 , 21.24 , 5.87 , -   , -   , -   , 1.57 , 25.63 , 25.94 , 8.99 , 1.26 , -   , -   , -   , 0.27 , 42.07 , 49.01 , 37.09 , 15.46 , -   , -   , -   , 4.53 
E14001213,East Ham,London, 9.82 , 57.61 , 3.09 , 8.50 , 7.29 , -   , -   , 13.69 , 6.88 , 44.74 , 0.84 , 2.74 , 3.00 , -   , -   , 4.39 , 13.23 , 68.80 , 7.73 , 19.16 , 13.38 , -   , -   , 27.13 
E14001214,East Hampshire,South East, 29.87 , 18.21 , 35.84 , 3.31 , 12.00 , -   , -   , 0.77 , 22.57 , 12.27 , 23.57 , 0.62 , 6.14 , -   , -   , 0.15 , 38.27 , 25.23 , 47.90 , 8.56 , 21.13 , -   , -   , 2.29 
E14001215,East Surrey,South East, 30.80 , 26.75 , 17.95 , 6.92 , 16.17 , -   , -   , 1.40 , 23.59 , 18.32 , 7.23 , 1.20 , 8.97 , -   , -   , 0.29 , 38.72 , 36.55 , 30.56 , 18.75 , 26.77 , -   , -   , 4.25 
E14001216,East Thanet,South East, 27.12 , 43.44 , 4.51 , 6.72 , 16.13 , -   , -   , 2.08 , 20.79 , 33.07 , 1.45 , 1.69 , 7.82 , -   , -   , 0.44 , 33.68 , 52.95 , 10.24 , 15.84 , 26.56 , -   , -   , 5.68 
E14001217,East Wiltshire,South West, 34.70 , 30.88 , 11.01 , 4.00 , 16.33 , -   , -   , 3.08 , 26.74 , 21.45 , 3.91 , 0.52 , 7.94 , -   , -   , 0.63 , 43.81 , 40.43 , 21.80 , 12.29 , 27.38 , -   , -   , 8.53 
E14001218,East Worthing and Shoreham,South East, 23.92 , 47.49 , 5.99 , 10.54 , 10.61 , -   , -   , 1.45 , 18.65 , 38.09 , 1.77 , 3.97 , 5.78 , -   , -   , 0.29 , 29.35 , 56.27 , 13.11 , 20.58 , 17.93 , -   , -   , 4.39 
E14001219,Eastbourne,South East, 18.38 , 10.22 , 55.69 , 2.03 , 12.46 , -   , -   , 1.22 , 12.94 , 6.21 , 44.58 , 0.40 , 7.08 , -   , -   , 0.24 , 24.14 , 15.27 , 66.34 , 6.55 , 20.09 , -   , -   , 3.56 
E14001220,Eastleigh,South East, 29.19 , 25.27 , 31.68 , 3.57 , 9.13 , -   , -   , 1.16 , 22.92 , 17.50 , 19.79 , 0.92 , 4.12 , -   , -   , 0.25 , 36.66 , 33.88 , 45.47 , 8.52 , 16.61 , -   , -   , 3.23 
E14001221,Edmonton and Winchmore Hill,London, 17.85 , 57.58 , 4.89 , 5.61 , 7.45 , -   , -   , 6.62 , 13.64 , 45.73 , 1.24 , 1.07 , 3.23 , -   , -   , 1.66 , 22.61 , 67.77 , 12.23 , 14.96 , 14.00 , -   , -   , 15.93 
E14001222,Ellesmere Port and Bromborough,North West, 15.15 , 60.06 , 3.45 , 6.48 , 12.70 , -   , -   , 2.15 , 11.32 , 49.59 , 0.98 , 1.84 , 6.05 , -   , -   , 0.39 , 19.61 , 69.06 , 8.24 , 14.61 , 21.86 , -   , -   , 6.22 
E14001223,Eltham and Chislehurst,London, 21.68 , 49.36 , 5.66 , 8.65 , 9.75 , -   , -   , 4.90 , 16.87 , 39.66 , 2.00 , 2.60 , 4.60 , -   , -   , 1.63 , 26.83 , 57.80 , 12.20 , 18.18 , 17.49 , -   , -   , 10.61 
E14001224,Ely and East Cambridgeshire,East of England, 28.44 , 25.17 , 30.95 , 2.86 , 11.54 , -   , -   , 1.04 , 22.07 , 18.59 , 21.40 , 0.67 , 6.15 , -   , -   , 0.18 , 35.76 , 32.92 , 41.22 , 6.89 , 18.73 , -   , -   , 3.17 
E14001225,Enfield North,London, 23.33 , 48.24 , 6.34 , 6.57 , 10.55 , -   , -   , 4.97 , 18.71 , 39.48 , 2.55 , 2.33 , 5.57 , -   , -   , 1.43 , 28.17 , 57.01 , 12.65 , 13.18 , 17.18 , -   , -   , 11.44 
E14001226,Epping Forest,East of England, 41.31 , 41.42 , 11.82 , 2.89 , -   , -   , -   , 2.56 , 32.63 , 29.97 , 4.25 , 0.44 , -   , -   , -   , 0.37 , 50.62 , 52.31 , 22.79 , 8.85 , -   , -   , -   , 7.15 
E14001227,Epsom and Ewell,South East, 28.04 , 32.58 , 26.80 , 2.88 , 7.75 , -   , -   , 1.94 , 21.67 , 23.58 , 15.59 , 0.38 , 3.42 , -   , -   , 0.40 , 34.32 , 42.13 , 40.89 , 9.06 , 13.77 , -   , -   , 5.51 
E14001228,Erewash,East Midlands, 26.41 , 48.59 , 2.01 , 2.95 , 17.04 , -   , -   , 3.00 , 20.57 , 39.95 , 0.56 , 0.55 , 8.28 , -   , -   , 0.66 , 33.10 , 57.63 , 4.86 , 8.11 , 28.52 , -   , -   , 8.44 
E14001229,Erith and Thamesmead,London, 20.20 , 47.51 , 8.15 , 6.30 , 9.91 , -   , -   , 7.93 , 15.55 , 38.33 , 3.38 , 2.25 , 4.94 , -   , -   , 3.06 , 25.34 , 57.22 , 15.63 , 13.45 , 16.31 , -   , -   , 15.99 
E14001230,Esher and Walton,South East, 28.16 , 10.57 , 48.44 , 1.67 , 10.11 , -   , -   , 1.05 , 20.93 , 5.93 , 35.77 , 0.23 , 4.99 , -   , -   , 0.17 , 35.66 , 17.90 , 61.26 , 5.49 , 18.37 , -   , -   , 3.26 
E14001231,Exeter,South West, 20.15 , 54.19 , 0.46 , 8.87 , 12.82 , -   , -   , 3.52 , 15.57 , 44.96 , 0.08 , 2.71 , 6.68 , -   , -   , 0.93 , 25.25 , 63.04 , 1.50 , 18.09 , 20.55 , -   , -   , 8.87 
E14001232,Exmouth and Exeter East,South West, 23.7,20.4, 21.8, 7.3,18.8,-,-,8,,,,,,,,,,,,,,,,
E14001233,Fareham and Waterlooville,South East, 34.47 , 27.91 , 23.76 , 2.74 , 10.40 , -   , -   , 0.72 , 27.51 , 21.27 , 14.32 , 0.64 , 4.88 , -   , -   , 0.13 , 42.14 , 35.65 , 34.73 , 6.81 , 17.50 , -   , -   , 2.26 
E14001234,Farnham and Bordon,South East, 29.74 , 21.55 , 26.93 , 4.76 , 15.99 , -   , -   , 1.03 , 22.73 , 14.50 , 14.34 , 1.09 , 9.33 , -   , -   , 0.21 , 37.05 , 29.84 , 41.57 , 11.47 , 25.16 , -   , -   , 3.03 
E14001235,Faversham and Mid Kent,South East, 32.78 , 31.84 , 6.59 , 4.01 , 23.57 , -   , -   , 1.21 , 24.12 , 23.48 , 1.85 , 0.65 , 13.48 , -   , -   , 0.23 , 41.75 , 41.74 , 14.32 , 12.19 , 36.94 , -   , -   , 3.58 
E14001236,Feltham and Heston,London, 15.23 , 44.69 , 6.99 , 7.37 , 13.54 , -   , -   , 12.17 , 10.88 , 33.40 , 2.35 , 2.28 , 7.00 , -   , -   , 4.59 , 20.39 , 55.97 , 14.73 , 15.56 , 22.79 , -   , -   , 23.64 
E14001237,Filton and Bradley Stoke,South West, 25.51 , 47.14 , 7.34 , 10.17 , 9.83 , -   , -   , -   , 19.46 , 36.82 , 2.45 , 3.36 , 4.43 , -   , -   , -   , 32.39 , 56.90 , 15.52 , 21.38 , 16.90 , -   , -   , -   
E14001238,Finchley and Golders Green,London, 28.21 , 33.03 , 14.34 , 16.09 , 5.35 , -   , -   , 2.98 , 21.55 , 22.99 , 4.76 , 5.69 , 2.41 , -   , -   , 0.46 , 35.56 , 44.53 , 27.35 , 32.90 , 9.93 , -   , -   , 8.34 
E14001239,Folkestone and Hythe,South East, 27.97 , 42.07 , 6.91 , 4.58 , 15.50 , -   , -   , 2.97 , 21.49 , 33.77 , 2.35 , 0.88 , 8.09 , -   , -   , 0.74 , 34.45 , 51.43 , 14.76 , 12.65 , 25.39 , -   , -   , 7.18 
E14001240,Forest of Dean,South West, 26.48 , 44.31 , 0.08 , 7.87 , 19.10 , -   , -   , 2.16 , 19.21 , 34.61 , 0.01 , 2.15 , 9.38 , -   , -   , 0.37 , 34.17 , 54.40 , 0.26 , 17.52 , 31.19 , -   , -   , 6.44 
E14001241,Frome and East Somerset,South West, 23.01 , 28.55 , 31.31 , 6.41 , 9.63 , -   , -   , 1.09 , 17.10 , 19.66 , 18.57 , 1.40 , 4.63 , -   , -   , 0.21 , 29.32 , 39.34 , 44.96 , 15.82 , 16.75 , -   , -   , 3.22 
E14001242,Fylde,North West, 31.67 , 40.24 , 9.74 , 3.41 , 13.84 , -   , -   , 1.09 , 24.39 , 30.43 , 3.20 , 0.48 , 6.53 , -   , -   , 0.21 , 38.86 , 49.73 , 19.62 , 9.88 , 24.00 , -   , -   , 3.24 
